investigation_id,test_id,investigation_number,opened_date,severity,root_cause,status,eqms_record_id,closed_date
4118,52044,INV-0004118,2024-06-17,Major,Specification,Closed,EQMS-2444143,2024-09-09
4119,47225,INV-0004119,2024-02-24,Major,Equipment,Closed,EQMS-9192086,2024-05-06
4120,6041,INV-0004120,2025-05-04,Minor,Sample Handling,Closed,EQMS-7511733,2025-06-10
4121,13229,INV-0004121,2026-01-16,Minor,Operator,Closed,EQMS-2129231,2026-01-23
4122,50969,INV-0004122,2025-09-22,Major,Supplier,Closed,EQMS-0160917,2025-10-28
4123,92442,INV-0004123,2024-12-14,Minor,Equipment,Closed,EQMS-5920625,2025-02-19
4124,72311,INV-0004124,2025-12-25,Major,Specification,Closed,EQMS-0332786,2026-02-14
4125,6934,INV-0004125,2026-03-21,Major,Analytical Method,Closed,EQMS-9513640,2026-04-17
4126,81095,INV-0004126,2024-02-01,Minor,Unknown,Closed,EQMS-3218334,2024-04-25
4127,85524,INV-0004127,2024-03-25,Major,Equipment,Closed,EQMS-9767660,2024-04-04
4128,82553,INV-0004128,2024-07-10,Minor,Sample Handling,Closed,EQMS-3247972,2024-08-02
4129,61987,INV-0004129,2024-05-11,Minor,Equipment,Open,EQMS-6382104,
4130,62530,INV-0004130,2025-07-17,Major,Sample Handling,Closed,EQMS-8437219,2025-08-31
4131,94993,INV-0004131,2026-01-31,Minor,Operator,Closed,EQMS-2211310,2026-03-14
4132,113514,INV-0004132,2025-02-19,Major,Equipment,Closed,EQMS-6569993,2025-02-27
4133,27132,INV-0004133,2025-04-04,Minor,Unknown,Closed,EQMS-3413809,2025-05-07
4134,113868,INV-0004134,2025-02-02,Major,Analytical Method,In Progress,EQMS-0703424,
4135,63913,INV-0004135,2025-09-15,Major,Analytical Method,Closed,EQMS-6660073,2025-12-07
4136,60582,INV-0004136,2025-07-24,Critical,Supplier,In Progress,EQMS-7584581,
4137,105655,INV-0004137,2024-03-22,Major,Analytical Method,Closed,EQMS-4174555,2024-04-05
4138,104332,INV-0004138,2026-03-02,Minor,Equipment,Closed,EQMS-5311021,2026-05-02
4139,72256,INV-0004139,2024-03-15,Minor,Specification,In Progress,EQMS-0398606,
4140,100748,INV-0004140,2024-07-13,Major,Unknown,Closed,EQMS-7549315,2024-08-15
4141,31516,INV-0004141,2025-04-17,Major,Analytical Method,Closed,EQMS-5621594,2025-07-10
4142,117824,INV-0004142,2024-04-08,Minor,Operator,Closed,EQMS-8271484,2024-04-17
4143,49658,INV-0004143,2025-11-13,Minor,Specification,In Progress,EQMS-2629744,
4144,101240,INV-0004144,2026-03-01,Critical,Sample Handling,In Progress,EQMS-8941471,
4145,78742,INV-0004145,2025-04-30,Minor,Operator,Closed,EQMS-0663121,2025-07-13
4146,30492,INV-0004146,2025-02-04,Minor,Sample Handling,In Progress,EQMS-6312717,
4147,48497,INV-0004147,2026-02-03,Minor,Operator,In Progress,EQMS-9473108,
4148,108888,INV-0004148,2026-01-04,Major,Supplier,In Progress,EQMS-0325713,
4149,52992,INV-0004149,2025-03-07,Major,Analytical Method,Closed,EQMS-9885889,2025-05-07
4150,100042,INV-0004150,2024-04-02,Major,Operator,Closed,EQMS-5090970,2024-04-26
4151,90185,INV-0004151,2026-03-18,Major,Analytical Method,In Progress,EQMS-2208424,
4152,11910,INV-0004152,2025-12-28,Major,Analytical Method,Open,EQMS-6384477,
4153,67731,INV-0004153,2025-01-30,Critical,Supplier,Open,EQMS-0349231,
4154,55942,INV-0004154,2026-03-25,Minor,Equipment,Closed,EQMS-5791042,2026-05-24
4155,35475,INV-0004155,2025-06-05,Minor,Analytical Method,Closed,EQMS-9459965,2025-06-25
4156,44831,INV-0004156,2026-03-21,Major,Analytical Method,Open,EQMS-7540911,
4157,85047,INV-0004157,2026-02-19,Major,Equipment,Closed,EQMS-5029838,2026-05-02
4158,105598,INV-0004158,2025-01-13,Major,Supplier,In Progress,EQMS-8521320,
4159,26245,INV-0004159,2024-07-14,Minor,Equipment,Closed,EQMS-8175425,2024-08-29
4160,63709,INV-0004160,2024-05-22,Minor,Analytical Method,Closed,EQMS-8058592,2024-07-27
4161,80056,INV-0004161,2024-01-25,Minor,Sample Handling,Closed,EQMS-3239965,2024-04-01
4162,54102,INV-0004162,2024-02-26,Major,Equipment,Closed,EQMS-9937395,2024-04-09
4163,22821,INV-0004163,2025-11-02,Minor,Supplier,Closed,EQMS-0765679,2026-01-30
4164,101033,INV-0004164,2025-12-12,Critical,Unknown,Closed,EQMS-1821408,2026-03-06
4165,36312,INV-0004165,2024-08-30,Major,Operator,Closed,EQMS-3825760,2024-09-06
4166,79310,INV-0004166,2024-10-11,Minor,Supplier,Closed,EQMS-3434662,2024-10-21
4167,14417,INV-0004167,2025-10-27,Minor,Analytical Method,Closed,EQMS-0256825,2025-12-16
4168,70286,INV-0004168,2024-06-16,Major,Operator,Open,EQMS-2469462,
4169,39716,INV-0004169,2025-12-28,Major,Supplier,Closed,EQMS-8252944,2026-02-24
4170,61135,INV-0004170,2025-03-11,Minor,Supplier,In Progress,EQMS-9679102,
4171,74780,INV-0004171,2025-02-05,Minor,Specification,Closed,EQMS-3884597,2025-03-11
4172,41346,INV-0004172,2024-01-16,Critical,Operator,Closed,EQMS-4414981,2024-02-02
4173,59006,INV-0004173,2026-01-12,Major,Equipment,Closed,EQMS-8527676,2026-04-03
4174,52786,INV-0004174,2025-04-22,Minor,Analytical Method,Closed,EQMS-7875440,2025-05-05
4175,110222,INV-0004175,2025-09-19,Critical,Equipment,Closed,EQMS-2793212,2025-09-25
4176,5874,INV-0004176,2024-05-11,Minor,Equipment,Closed,EQMS-0848524,2024-05-30
4177,27956,INV-0004177,2026-03-05,Minor,Unknown,Closed,EQMS-4718383,2026-03-23
4178,33281,INV-0004178,2025-12-13,Minor,Supplier,Closed,EQMS-5065261,2026-03-04
4179,105263,INV-0004179,2025-12-21,Minor,Sample Handling,Closed,EQMS-5098256,2026-02-28
4180,54953,INV-0004180,2025-04-14,Minor,Unknown,In Progress,EQMS-0549128,
4181,85256,INV-0004181,2025-07-27,Minor,Unknown,Closed,EQMS-2203361,2025-10-18
4182,68179,INV-0004182,2025-04-17,Minor,Supplier,Closed,EQMS-6601919,2025-05-03
4183,104005,INV-0004183,2025-02-14,Critical,Specification,Closed,EQMS-6586287,2025-05-14
4184,22424,INV-0004184,2025-01-10,Major,Sample Handling,Closed,EQMS-6896836,2025-02-10
4185,48373,INV-0004185,2025-11-25,Minor,Unknown,Closed,EQMS-0482718,2026-01-11
4186,65190,INV-0004186,2024-08-16,Major,Unknown,Closed,EQMS-9400733,2024-09-12
4187,42867,INV-0004187,2024-07-10,Minor,Analytical Method,Closed,EQMS-3975536,2024-10-03
4188,76076,INV-0004188,2024-04-12,Major,Analytical Method,Open,EQMS-8213137,
4189,29586,INV-0004189,2025-07-13,Minor,Operator,Closed,EQMS-8558044,2025-09-17
4190,107364,INV-0004190,2024-07-18,Critical,Analytical Method,Closed,EQMS-7558654,2024-08-21
4191,34013,INV-0004191,2024-08-22,Minor,Supplier,In Progress,EQMS-7240176,
4192,78994,INV-0004192,2024-06-19,Minor,Unknown,Closed,EQMS-7461307,2024-07-10
4193,46268,INV-0004193,2025-09-06,Major,Equipment,In Progress,EQMS-7363283,
4194,92136,INV-0004194,2025-01-08,Minor,Unknown,In Progress,EQMS-7354810,
4195,4446,INV-0004195,2025-01-30,Minor,Supplier,Closed,EQMS-9165614,2025-02-27
4196,37999,INV-0004196,2026-02-02,Major,Specification,Closed,EQMS-3679552,2026-02-13
4197,61390,INV-0004197,2024-06-26,Critical,Supplier,In Progress,EQMS-9019135,
4198,38637,INV-0004198,2025-01-14,Minor,Unknown,In Progress,EQMS-5360304,
4199,35493,INV-0004199,2026-03-26,Minor,Unknown,In Progress,EQMS-8819268,
4200,7917,INV-0004200,2024-02-18,Minor,Operator,Closed,EQMS-7590471,2024-04-01
4201,95421,INV-0004201,2025-08-15,Critical,Analytical Method,Closed,EQMS-8985917,2025-10-19
4202,25519,INV-0004202,2026-02-15,Minor,Supplier,Closed,EQMS-7634204,2026-02-24
4203,78916,INV-0004203,2024-07-31,Minor,Operator,Closed,EQMS-4868641,2024-09-08
4204,85461,INV-0004204,2024-04-28,Major,Operator,Open,EQMS-1315500,
4205,81584,INV-0004205,2024-08-16,Minor,Sample Handling,Closed,EQMS-9719500,2024-11-12
4206,29729,INV-0004206,2025-09-17,Major,Sample Handling,Closed,EQMS-5366185,2025-10-29
4207,100047,INV-0004207,2024-02-01,Minor,Analytical Method,Closed,EQMS-3578002,2024-04-17
4208,68684,INV-0004208,2025-05-10,Minor,Sample Handling,Closed,EQMS-7090330,2025-07-03
4209,55093,INV-0004209,2024-01-23,Major,Specification,Open,EQMS-6965074,
4210,34130,INV-0004210,2024-10-09,Major,Specification,Closed,EQMS-5631611,2024-12-30
4211,117215,INV-0004211,2024-04-06,Minor,Operator,Closed,EQMS-3500978,2024-04-17
4212,38947,INV-0004212,2025-01-04,Major,Specification,Open,EQMS-1970276,
4213,12266,INV-0004213,2024-11-29,Major,Sample Handling,In Progress,EQMS-2509237,
4214,47128,INV-0004214,2025-05-23,Major,Analytical Method,In Progress,EQMS-1165638,
4215,18429,INV-0004215,2024-11-04,Major,Operator,In Progress,EQMS-4566322,
4216,779,INV-0004216,2025-10-30,Minor,Unknown,Open,EQMS-1880096,
4217,92961,INV-0004217,2025-10-19,Minor,Operator,Closed,EQMS-5295329,2025-10-28
4218,49380,INV-0004218,2025-06-22,Critical,Analytical Method,Closed,EQMS-2118556,2025-07-17
4219,117349,INV-0004219,2026-03-26,Minor,Operator,Closed,EQMS-1633372,2026-05-05
4220,66443,INV-0004220,2025-12-06,Minor,Unknown,Closed,EQMS-0342884,2025-12-25
4221,8854,INV-0004221,2024-02-18,Minor,Equipment,Open,EQMS-2072584,
4222,118635,INV-0004222,2024-07-10,Minor,Equipment,Closed,EQMS-0240527,2024-08-26
4223,52902,INV-0004223,2025-03-23,Major,Operator,In Progress,EQMS-8350332,
4224,99282,INV-0004224,2024-12-28,Major,Unknown,Open,EQMS-5287696,
4225,64461,INV-0004225,2025-05-27,Major,Analytical Method,Closed,EQMS-5572981,2025-06-26
4226,57888,INV-0004226,2024-12-25,Minor,Operator,Closed,EQMS-3122080,2025-03-21
4227,109073,INV-0004227,2025-04-28,Minor,Operator,Closed,EQMS-5041187,2025-07-10
4228,4678,INV-0004228,2025-11-01,Minor,Sample Handling,Closed,EQMS-2820161,2025-11-26
4229,80321,INV-0004229,2025-04-07,Major,Sample Handling,Closed,EQMS-1846252,2025-05-01
4230,4351,INV-0004230,2024-01-03,Minor,Supplier,Closed,EQMS-5102982,2024-02-02
4231,35559,INV-0004231,2025-09-08,Major,Analytical Method,Closed,EQMS-1304998,2025-10-18
4232,29851,INV-0004232,2025-08-01,Major,Sample Handling,Closed,EQMS-4218395,2025-10-09
4233,55420,INV-0004233,2026-03-17,Major,Specification,Closed,EQMS-6816009,2026-05-12
4234,95121,INV-0004234,2025-11-04,Major,Operator,Closed,EQMS-0477532,2025-12-30
4235,81291,INV-0004235,2024-05-11,Critical,Sample Handling,Closed,EQMS-9424328,2024-07-23
4236,112805,INV-0004236,2024-11-26,Minor,Specification,Closed,EQMS-4675479,2024-12-09
4237,116633,INV-0004237,2025-12-09,Major,Operator,Closed,EQMS-2542516,2026-02-18
4238,72599,INV-0004238,2024-11-25,Minor,Specification,In Progress,EQMS-5610746,
4239,19074,INV-0004239,2026-01-05,Major,Sample Handling,Closed,EQMS-8950043,2026-02-22
4240,10270,INV-0004240,2024-11-08,Minor,Supplier,Closed,EQMS-0742833,2024-12-09
4241,112153,INV-0004241,2025-09-19,Minor,Supplier,Open,EQMS-9674780,
4242,16819,INV-0004242,2025-09-08,Minor,Unknown,Open,EQMS-3722551,
4243,67660,INV-0004243,2025-03-17,Major,Equipment,Open,EQMS-6744194,
4244,50717,INV-0004244,2025-10-31,Major,Sample Handling,Closed,EQMS-9069263,2026-01-28
4245,50429,INV-0004245,2025-09-01,Major,Unknown,Closed,EQMS-4984788,2025-09-20
4246,115015,INV-0004246,2025-04-07,Minor,Supplier,Closed,EQMS-0589740,2025-04-15
4247,48315,INV-0004247,2025-08-13,Minor,Unknown,Closed,EQMS-7990270,2025-08-22
4248,51287,INV-0004248,2025-02-07,Major,Analytical Method,In Progress,EQMS-9972720,
4249,43071,INV-0004249,2025-03-17,Minor,Equipment,Closed,EQMS-8964006,2025-04-09
4250,65790,INV-0004250,2024-07-02,Major,Supplier,Closed,EQMS-8867200,2024-08-27
4251,97762,INV-0004251,2025-10-01,Minor,Supplier,Closed,EQMS-6698038,2025-12-25
4252,1182,INV-0004252,2026-03-16,Minor,Specification,Open,EQMS-7116361,
4253,14725,INV-0004253,2026-03-04,Minor,Supplier,Closed,EQMS-6312251,2026-03-22
4254,112327,INV-0004254,2025-05-30,Minor,Analytical Method,Closed,EQMS-3498311,2025-06-07
4255,32276,INV-0004255,2024-01-31,Minor,Unknown,Open,EQMS-9700575,
4256,96146,INV-0004256,2024-08-02,Minor,Unknown,Closed,EQMS-4567322,2024-08-07
4257,35858,INV-0004257,2025-04-28,Major,Unknown,Closed,EQMS-9055102,2025-07-20
4258,50814,INV-0004258,2024-02-19,Critical,Supplier,Closed,EQMS-7689732,2024-04-25
4259,96741,INV-0004259,2025-12-19,Major,Equipment,Closed,EQMS-2311382,2026-01-20
4260,55521,INV-0004260,2025-06-09,Minor,Operator,Closed,EQMS-1095598,2025-07-24
4261,82550,INV-0004261,2024-12-18,Minor,Unknown,Closed,EQMS-4027227,2025-02-24
4262,48562,INV-0004262,2024-02-13,Minor,Equipment,In Progress,EQMS-1328531,
4263,31165,INV-0004263,2024-07-26,Major,Unknown,Closed,EQMS-9202594,2024-09-19
4264,38521,INV-0004264,2024-06-03,Major,Analytical Method,Open,EQMS-2687560,
4265,59199,INV-0004265,2025-06-20,Minor,Supplier,Closed,EQMS-4669671,2025-07-26
4266,14514,INV-0004266,2024-08-11,Minor,Operator,In Progress,EQMS-5136436,
4267,3974,INV-0004267,2024-03-16,Major,Analytical Method,Closed,EQMS-5772666,2024-04-23
4268,11670,INV-0004268,2024-05-12,Critical,Unknown,In Progress,EQMS-8242176,
4269,89854,INV-0004269,2026-03-21,Minor,Sample Handling,Closed,EQMS-6175916,2026-05-17
4270,51156,INV-0004270,2024-03-07,Minor,Unknown,Open,EQMS-7334441,
4271,28097,INV-0004271,2025-08-29,Minor,Specification,In Progress,EQMS-2522255,
4272,67451,INV-0004272,2025-01-24,Major,Specification,Closed,EQMS-6213978,2025-03-09
4273,109446,INV-0004273,2025-01-04,Major,Analytical Method,Open,EQMS-2781543,
4274,65598,INV-0004274,2024-02-06,Major,Analytical Method,Closed,EQMS-5167328,2024-04-18
4275,49079,INV-0004275,2024-03-26,Minor,Unknown,Closed,EQMS-8131283,2024-06-21
4276,4605,INV-0004276,2025-07-26,Critical,Equipment,Closed,EQMS-0293919,2025-08-10
4277,51192,INV-0004277,2026-03-16,Major,Specification,Closed,EQMS-2791736,2026-04-24
4278,47976,INV-0004278,2025-04-13,Minor,Equipment,In Progress,EQMS-9546497,
4279,78493,INV-0004279,2024-12-03,Major,Supplier,In Progress,EQMS-7390488,
4280,8409,INV-0004280,2025-08-03,Minor,Analytical Method,Closed,EQMS-6591757,2025-09-16
4281,103032,INV-0004281,2024-05-03,Minor,Specification,Closed,EQMS-6598716,2024-05-16
4282,35333,INV-0004282,2024-09-17,Minor,Equipment,Closed,EQMS-8987077,2024-11-02
4283,34625,INV-0004283,2024-08-23,Minor,Specification,Closed,EQMS-3299683,2024-11-01
4284,109174,INV-0004284,2024-08-20,Major,Specification,Closed,EQMS-8891083,2024-09-04
4285,24232,INV-0004285,2024-09-29,Major,Specification,Closed,EQMS-3684915,2024-12-03
4286,61633,INV-0004286,2026-01-04,Major,Sample Handling,Closed,EQMS-4794345,2026-01-18
4287,91187,INV-0004287,2025-11-29,Major,Operator,In Progress,EQMS-1718871,
4288,33394,INV-0004288,2026-03-18,Major,Supplier,Closed,EQMS-0556800,2026-04-05
4289,54499,INV-0004289,2024-11-29,Minor,Analytical Method,Closed,EQMS-9587654,2025-01-21
4290,115286,INV-0004290,2024-06-22,Major,Supplier,Closed,EQMS-0539897,2024-08-09
4291,34430,INV-0004291,2025-10-07,Minor,Analytical Method,Closed,EQMS-5704450,2025-12-11
4292,28099,INV-0004292,2024-08-27,Major,Equipment,Closed,EQMS-0503049,2024-09-23
4293,857,INV-0004293,2025-08-23,Major,Equipment,Closed,EQMS-4809121,2025-11-06
4294,39380,INV-0004294,2024-05-25,Critical,Analytical Method,Closed,EQMS-6587430,2024-08-02
4295,90186,INV-0004295,2025-08-10,Minor,Analytical Method,Closed,EQMS-3130598,2025-09-15
4296,2711,INV-0004296,2024-10-27,Minor,Unknown,In Progress,EQMS-1981863,
4297,66258,INV-0004297,2024-09-26,Minor,Operator,Closed,EQMS-6533424,2024-10-29
4298,114623,INV-0004298,2024-03-20,Minor,Unknown,Open,EQMS-8716914,
4299,21271,INV-0004299,2025-10-01,Major,Operator,Open,EQMS-9056412,
4300,39913,INV-0004300,2025-10-12,Critical,Sample Handling,Closed,EQMS-8593582,2026-01-07
4301,64088,INV-0004301,2025-02-28,Minor,Unknown,Closed,EQMS-4987247,2025-03-11
4302,114398,INV-0004302,2025-12-13,Minor,Supplier,Closed,EQMS-7432980,2026-02-09
4303,30468,INV-0004303,2025-03-08,Major,Sample Handling,Closed,EQMS-1080746,2025-04-17
4304,28459,INV-0004304,2025-08-04,Major,Equipment,Closed,EQMS-5055092,2025-08-14
4305,34905,INV-0004305,2024-11-23,Minor,Supplier,In Progress,EQMS-9152492,
4306,57027,INV-0004306,2024-11-16,Major,Operator,Open,EQMS-6796575,
4307,65918,INV-0004307,2026-01-15,Major,Sample Handling,Open,EQMS-7694997,
4308,90388,INV-0004308,2025-09-27,Minor,Equipment,In Progress,EQMS-0205514,
4309,63758,INV-0004309,2026-03-07,Major,Specification,Closed,EQMS-3266929,2026-04-25
4310,40444,INV-0004310,2026-03-17,Major,Operator,Open,EQMS-5602353,
4311,20326,INV-0004311,2024-02-04,Major,Unknown,In Progress,EQMS-4411165,
4312,21239,INV-0004312,2025-02-05,Minor,Equipment,Closed,EQMS-9778270,2025-04-23
4313,97497,INV-0004313,2025-03-29,Minor,Specification,Open,EQMS-1381697,
4314,67457,INV-0004314,2024-12-30,Minor,Supplier,Closed,EQMS-6261095,2025-02-14
4315,17656,INV-0004315,2025-07-12,Minor,Unknown,In Progress,EQMS-5928697,
4316,7968,INV-0004316,2025-11-04,Major,Specification,Closed,EQMS-5736433,2026-01-20
4317,99874,INV-0004317,2026-01-29,Major,Unknown,Closed,EQMS-0652208,2026-02-06
4318,15510,INV-0004318,2024-07-10,Minor,Equipment,Closed,EQMS-9342693,2024-08-08
4319,33806,INV-0004319,2025-06-02,Critical,Unknown,Closed,EQMS-2402965,2025-08-27
4320,84958,INV-0004320,2026-03-04,Minor,Equipment,Closed,EQMS-2604467,2026-06-01
4321,55619,INV-0004321,2024-02-16,Minor,Supplier,Open,EQMS-4746526,
4322,35632,INV-0004322,2024-10-17,Critical,Operator,Closed,EQMS-6254824,2024-10-29
4323,12026,INV-0004323,2025-07-15,Minor,Unknown,Closed,EQMS-1745170,2025-09-21
4324,110785,INV-0004324,2024-05-25,Major,Unknown,Closed,EQMS-6195411,2024-06-02
4325,18365,INV-0004325,2025-03-01,Minor,Analytical Method,Closed,EQMS-6388998,2025-03-25
4326,8526,INV-0004326,2026-01-27,Minor,Specification,Closed,EQMS-4182503,2026-04-04
4327,17627,INV-0004327,2026-02-27,Critical,Supplier,Closed,EQMS-2242976,2026-04-24
4328,82504,INV-0004328,2025-07-07,Minor,Unknown,Closed,EQMS-5338986,2025-09-14
4329,27132,INV-0004329,2024-03-02,Minor,Specification,Closed,EQMS-9360077,2024-04-27
4330,119840,INV-0004330,2025-01-31,Minor,Specification,Closed,EQMS-7250612,2025-03-16
4331,59285,INV-0004331,2025-10-30,Minor,Specification,Open,EQMS-4056901,
4332,231,INV-0004332,2025-10-10,Minor,Analytical Method,Open,EQMS-7878598,
4333,75643,INV-0004333,2025-03-05,Major,Analytical Method,In Progress,EQMS-2455913,
4334,23199,INV-0004334,2024-07-28,Minor,Operator,Closed,EQMS-7871025,2024-10-11
4335,52618,INV-0004335,2024-08-21,Major,Operator,Open,EQMS-4626142,
4336,74862,INV-0004336,2024-08-28,Major,Unknown,Closed,EQMS-0431625,2024-11-24
4337,84890,INV-0004337,2024-05-16,Major,Sample Handling,Open,EQMS-9123932,
4338,92408,INV-0004338,2024-03-16,Major,Specification,Closed,EQMS-9817720,2024-06-01
4339,63982,INV-0004339,2024-01-25,Minor,Analytical Method,Closed,EQMS-2299353,2024-03-27
4340,57710,INV-0004340,2025-10-20,Critical,Sample Handling,Closed,EQMS-3378516,2025-12-20
4341,75530,INV-0004341,2025-11-23,Minor,Unknown,Closed,EQMS-5138939,2025-12-20
4342,78082,INV-0004342,2026-01-20,Major,Unknown,Closed,EQMS-3372947,2026-04-03
4343,10136,INV-0004343,2025-11-23,Major,Operator,Closed,EQMS-8557143,2026-02-12
4344,32559,INV-0004344,2024-01-22,Minor,Analytical Method,Closed,EQMS-7046204,2024-04-14
4345,79518,INV-0004345,2025-01-28,Minor,Operator,Closed,EQMS-6698949,2025-04-22
4346,3366,INV-0004346,2026-02-03,Minor,Equipment,Closed,EQMS-5540021,2026-04-14
4347,96655,INV-0004347,2024-01-06,Major,Operator,In Progress,EQMS-5129767,
4348,81130,INV-0004348,2025-06-07,Minor,Analytical Method,In Progress,EQMS-2052686,
4349,109428,INV-0004349,2024-10-20,Minor,Supplier,In Progress,EQMS-1275474,
4350,104055,INV-0004350,2024-01-21,Major,Equipment,Closed,EQMS-2636531,2024-04-03
4351,103050,INV-0004351,2024-01-06,Major,Sample Handling,Closed,EQMS-4292842,2024-01-13
4352,47536,INV-0004352,2024-03-06,Major,Analytical Method,Closed,EQMS-1584191,2024-04-01
4353,98652,INV-0004353,2024-08-26,Major,Operator,In Progress,EQMS-7964954,
4354,36007,INV-0004354,2024-05-06,Critical,Operator,Closed,EQMS-2507651,2024-05-11
4355,50890,INV-0004355,2025-04-07,Minor,Specification,Closed,EQMS-9677743,2025-06-28
4356,7361,INV-0004356,2025-06-27,Major,Operator,Closed,EQMS-4885916,2025-07-08
4357,16358,INV-0004357,2025-09-24,Major,Unknown,Closed,EQMS-8871444,2025-11-13
4358,303,INV-0004358,2025-12-13,Minor,Operator,Closed,EQMS-7625658,2026-01-18
4359,51690,INV-0004359,2024-03-01,Major,Sample Handling,Closed,EQMS-0059509,2024-04-09
4360,27506,INV-0004360,2025-01-01,Major,Unknown,Closed,EQMS-8231689,2025-03-24
4361,76049,INV-0004361,2026-01-16,Major,Equipment,Closed,EQMS-5643254,2026-03-21
4362,5855,INV-0004362,2025-10-08,Major,Equipment,Closed,EQMS-2462242,2025-10-14
4363,43938,INV-0004363,2025-06-11,Major,Equipment,In Progress,EQMS-2241551,
4364,231,INV-0004364,2024-04-28,Minor,Supplier,Closed,EQMS-1177595,2024-07-11
4365,57004,INV-0004365,2025-10-26,Minor,Sample Handling,In Progress,EQMS-1249567,
4366,109607,INV-0004366,2024-03-07,Major,Unknown,Closed,EQMS-4504935,2024-05-29
4367,1767,INV-0004367,2024-10-13,Minor,Sample Handling,Closed,EQMS-2265233,2024-12-03
4368,16867,INV-0004368,2024-04-14,Minor,Specification,Closed,EQMS-8138669,2024-06-18
4369,100790,INV-0004369,2025-01-20,Minor,Supplier,Closed,EQMS-7026710,2025-02-11
4370,1068,INV-0004370,2024-07-19,Major,Unknown,Closed,EQMS-5195908,2024-08-03
4371,99989,INV-0004371,2025-10-02,Major,Analytical Method,Closed,EQMS-2265357,2025-12-27
4372,44885,INV-0004372,2026-02-10,Minor,Operator,Closed,EQMS-7702589,2026-04-24
4373,20563,INV-0004373,2024-01-15,Major,Analytical Method,In Progress,EQMS-3332480,
4374,74261,INV-0004374,2025-12-05,Minor,Unknown,Closed,EQMS-5325514,2026-02-10
4375,40845,INV-0004375,2025-09-10,Critical,Sample Handling,Closed,EQMS-8311674,2025-09-16
4376,95171,INV-0004376,2025-11-15,Minor,Supplier,Closed,EQMS-9795078,2025-12-12
4377,29147,INV-0004377,2024-04-04,Major,Unknown,Closed,EQMS-8823485,2024-06-28
4378,32085,INV-0004378,2024-11-29,Minor,Equipment,Closed,EQMS-9800249,2025-01-26
4379,45904,INV-0004379,2025-11-27,Major,Unknown,Closed,EQMS-5697475,2026-02-15
