capa_id,investigation_id,capa_number,action_type,owner_function,due_date,status,effectiveness
1395,2339,CAPA-001395,Corrective,Manufacturing,2024-09-24,Closed,Effective
1396,11231,CAPA-001396,Preventive,Laboratory,2026-07-30,Open,Effective
1397,2337,CAPA-001397,Corrective and Preventive,Supplier Quality,2024-06-27,Monitoring,Monitoring
1398,732,CAPA-001398,Corrective,MSAT,2026-05-07,Open,Effective
1399,5904,CAPA-001399,Corrective,Laboratory,2025-08-21,Closed,Effective
1400,5979,CAPA-001400,Corrective and Preventive,Manufacturing,2025-05-01,Open,Effective
1401,11297,CAPA-001401,Corrective,Manufacturing,2025-02-24,Closed,Not Assessed
1402,6564,CAPA-001402,Corrective and Preventive,Supplier Quality,2026-04-01,Closed,Monitoring
1403,754,CAPA-001403,Corrective and Preventive,MSAT,2026-06-29,Closed,Effective
1404,6303,CAPA-001404,Corrective and Preventive,Quality,2025-08-24,Monitoring,Effective
1405,8544,CAPA-001405,Corrective and Preventive,Supplier Quality,2025-03-24,Closed,Not Assessed
1406,388,CAPA-001406,Corrective and Preventive,Supplier Quality,2026-05-29,Closed,Effective
1407,9731,CAPA-001407,Preventive,Manufacturing,2026-01-28,Closed,Not Assessed
1408,7533,CAPA-001408,Preventive,Manufacturing,2024-12-17,Monitoring,Not Assessed
1409,3307,CAPA-001409,Preventive,Laboratory,2025-12-04,Closed,Not Assessed
1410,202,CAPA-001410,Corrective and Preventive,Laboratory,2026-06-19,Monitoring,Effective
1411,9325,CAPA-001411,Preventive,Quality,2026-09-03,Open,Effective
1412,9023,CAPA-001412,Preventive,Supplier Quality,2024-12-08,Open,Monitoring
1413,1400,CAPA-001413,Preventive,Supplier Quality,2025-05-29,Closed,Effective
1414,32,CAPA-001414,Corrective,Quality,2026-05-13,Open,Effective
1415,3726,CAPA-001415,Corrective,Laboratory,2025-06-06,Closed,Monitoring
1416,8103,CAPA-001416,Corrective and Preventive,MSAT,2025-10-11,Closed,Not Assessed
1417,7199,CAPA-001417,Preventive,Quality,2025-10-23,Closed,Monitoring
1418,5376,CAPA-001418,Corrective and Preventive,Supplier Quality,2025-12-21,Closed,Effective
1419,9158,CAPA-001419,Preventive,MSAT,2026-10-12,Closed,Effective
1420,10759,CAPA-001420,Corrective and Preventive,Manufacturing,2025-07-17,Open,Monitoring
1421,4940,CAPA-001421,Preventive,Manufacturing,2024-10-23,Monitoring,Ineffective
1422,2530,CAPA-001422,Corrective,Supplier Quality,2025-02-09,Closed,Ineffective
1423,33,CAPA-001423,Corrective and Preventive,Quality,2026-08-30,Monitoring,Monitoring
1424,5037,CAPA-001424,Corrective and Preventive,MSAT,2026-11-07,Closed,Effective
1425,11968,CAPA-001425,Corrective,Supplier Quality,2025-05-23,Monitoring,Effective
1426,4288,CAPA-001426,Corrective,Laboratory,2026-10-13,Closed,Effective
1427,7824,CAPA-001427,Preventive,MSAT,2025-07-02,Monitoring,Not Assessed
1428,6409,CAPA-001428,Corrective,Quality,2026-08-23,Closed,Effective
1429,9868,CAPA-001429,Corrective and Preventive,Laboratory,2024-11-23,Monitoring,Effective
1430,9564,CAPA-001430,Corrective,Quality,2025-04-06,Closed,Effective
1431,3580,CAPA-001431,Corrective and Preventive,Supplier Quality,2026-03-21,Closed,Effective
1432,1277,CAPA-001432,Corrective,MSAT,2024-09-29,Closed,Effective
1433,3281,CAPA-001433,Corrective and Preventive,MSAT,2026-08-30,Closed,Effective
1434,8843,CAPA-001434,Corrective and Preventive,MSAT,2025-09-19,Closed,Ineffective
1435,7467,CAPA-001435,Corrective,Supplier Quality,2024-12-18,Closed,Effective
1436,2935,CAPA-001436,Corrective and Preventive,Laboratory,2024-07-04,Monitoring,Effective
1437,11479,CAPA-001437,Preventive,Supplier Quality,2024-08-03,Closed,Effective
1438,10405,CAPA-001438,Corrective and Preventive,Quality,2026-05-05,Open,Not Assessed
1439,1767,CAPA-001439,Preventive,MSAT,2024-09-21,Open,Effective
1440,167,CAPA-001440,Corrective,Supplier Quality,2026-10-28,Open,Effective
1441,670,CAPA-001441,Corrective,Quality,2024-09-26,Closed,Not Assessed
1442,6657,CAPA-001442,Preventive,MSAT,2026-07-26,Closed,Effective
1443,9058,CAPA-001443,Preventive,Quality,2024-06-23,Closed,Effective
1444,8776,CAPA-001444,Preventive,Manufacturing,2026-08-26,Closed,Not Assessed
1445,1874,CAPA-001445,Preventive,Manufacturing,2026-09-22,Monitoring,Effective
1446,6944,CAPA-001446,Preventive,Quality,2024-10-22,Closed,Monitoring
1447,547,CAPA-001447,Corrective and Preventive,MSAT,2026-02-13,Closed,Effective
1448,5327,CAPA-001448,Preventive,Manufacturing,2024-09-14,Monitoring,Effective
1449,879,CAPA-001449,Preventive,Supplier Quality,2025-03-23,Closed,Effective
1450,9616,CAPA-001450,Preventive,MSAT,2025-04-28,Closed,Monitoring
1451,6449,CAPA-001451,Corrective and Preventive,Quality,2024-11-17,Closed,Not Assessed
1452,8045,CAPA-001452,Corrective,Manufacturing,2025-03-22,Closed,Ineffective
1453,8012,CAPA-001453,Corrective and Preventive,Laboratory,2026-02-26,Closed,Monitoring
1454,1637,CAPA-001454,Preventive,Laboratory,2026-10-10,Closed,Effective
1455,6078,CAPA-001455,Preventive,Supplier Quality,2026-09-15,Open,Effective
1456,7055,CAPA-001456,Preventive,Manufacturing,2025-11-07,Closed,Effective
1457,9858,CAPA-001457,Corrective,MSAT,2025-09-07,Closed,Ineffective
1458,10009,CAPA-001458,Preventive,MSAT,2026-10-08,Closed,Effective
1459,7609,CAPA-001459,Corrective,Manufacturing,2025-08-05,Closed,Effective
1460,8151,CAPA-001460,Corrective,Laboratory,2024-06-18,Closed,Effective
1461,66,CAPA-001461,Preventive,Quality,2025-02-22,Closed,Effective
1462,10755,CAPA-001462,Corrective and Preventive,Supplier Quality,2024-12-27,Open,Effective
1463,5485,CAPA-001463,Corrective and Preventive,Laboratory,2024-10-01,Closed,Effective
1464,1478,CAPA-001464,Corrective and Preventive,Supplier Quality,2025-01-28,Monitoring,Effective
1465,9410,CAPA-001465,Corrective and Preventive,Laboratory,2024-09-24,Closed,Effective
1466,1879,CAPA-001466,Corrective,Laboratory,2025-08-28,Monitoring,Effective
1467,9657,CAPA-001467,Corrective,MSAT,2026-05-31,Monitoring,Effective
1468,7988,CAPA-001468,Preventive,Quality,2026-09-27,Closed,Effective
1469,9109,CAPA-001469,Preventive,Supplier Quality,2026-05-12,Closed,Effective
1470,11057,CAPA-001470,Preventive,MSAT,2025-01-17,Closed,Effective
1471,4499,CAPA-001471,Corrective and Preventive,Laboratory,2026-11-01,Open,Not Assessed
1472,8381,CAPA-001472,Preventive,Quality,2024-12-03,Closed,Effective
1473,2603,CAPA-001473,Preventive,Quality,2025-04-24,Open,Effective
1474,7868,CAPA-001474,Corrective,Manufacturing,2026-08-20,Closed,Effective
1475,9057,CAPA-001475,Corrective,Laboratory,2025-03-18,Closed,Effective
1476,7300,CAPA-001476,Corrective and Preventive,Supplier Quality,2025-11-06,Closed,Not Assessed
1477,6777,CAPA-001477,Corrective and Preventive,MSAT,2025-01-28,Monitoring,Monitoring
1478,7422,CAPA-001478,Corrective and Preventive,MSAT,2026-09-04,Closed,Monitoring
1479,4493,CAPA-001479,Corrective and Preventive,MSAT,2024-12-06,Closed,Ineffective
1480,4927,CAPA-001480,Corrective,Supplier Quality,2025-05-02,Closed,Effective
1481,9720,CAPA-001481,Corrective and Preventive,Manufacturing,2025-04-23,Closed,Monitoring
1482,9689,CAPA-001482,Corrective and Preventive,MSAT,2026-02-04,Closed,Ineffective
1483,8039,CAPA-001483,Corrective and Preventive,Quality,2026-09-22,Monitoring,Effective
1484,3340,CAPA-001484,Preventive,Supplier Quality,2025-03-18,Closed,Effective
1485,6202,CAPA-001485,Corrective,MSAT,2025-03-11,Open,Ineffective
1486,3422,CAPA-001486,Corrective,Manufacturing,2024-08-17,Closed,Monitoring
1487,4210,CAPA-001487,Corrective,Manufacturing,2026-04-15,Closed,Effective
1488,1612,CAPA-001488,Corrective,Laboratory,2024-07-12,Closed,Monitoring
1489,10048,CAPA-001489,Corrective and Preventive,Manufacturing,2026-08-13,Closed,Effective
1490,3486,CAPA-001490,Corrective,Laboratory,2026-09-12,Monitoring,Not Assessed
1491,3604,CAPA-001491,Corrective and Preventive,Laboratory,2026-07-07,Closed,Effective
1492,9065,CAPA-001492,Corrective and Preventive,MSAT,2026-08-14,Closed,Monitoring
1493,5757,CAPA-001493,Preventive,Manufacturing,2024-09-24,Open,Effective
1494,7454,CAPA-001494,Corrective and Preventive,Laboratory,2025-10-30,Open,Monitoring
1495,397,CAPA-001495,Corrective,Quality,2026-10-11,Monitoring,Effective
1496,199,CAPA-001496,Preventive,Manufacturing,2025-08-24,Closed,Monitoring
1497,7982,CAPA-001497,Preventive,Quality,2024-06-09,Closed,Effective
1498,1692,CAPA-001498,Corrective,Manufacturing,2025-06-25,Monitoring,Monitoring
1499,6040,CAPA-001499,Corrective,Laboratory,2026-04-04,Closed,Effective
1500,8200,CAPA-001500,Corrective and Preventive,MSAT,2025-07-03,Monitoring,Ineffective
1501,318,CAPA-001501,Preventive,Quality,2025-04-01,Closed,Effective
1502,4436,CAPA-001502,Preventive,MSAT,2024-08-11,Monitoring,Effective
1503,5000,CAPA-001503,Corrective,Quality,2024-10-09,Closed,Ineffective
1504,4854,CAPA-001504,Corrective and Preventive,Quality,2024-06-07,Closed,Monitoring
1505,6036,CAPA-001505,Corrective,MSAT,2024-12-09,Monitoring,Ineffective
1506,6408,CAPA-001506,Corrective,Quality,2024-08-15,Closed,Monitoring
1507,8812,CAPA-001507,Corrective and Preventive,Quality,2024-09-09,Monitoring,Effective
1508,11845,CAPA-001508,Preventive,Supplier Quality,2025-03-24,Closed,Not Assessed
1509,8437,CAPA-001509,Corrective and Preventive,Quality,2025-09-19,Open,Effective
1510,9698,CAPA-001510,Corrective,MSAT,2026-06-27,Closed,Effective
1511,10580,CAPA-001511,Preventive,Supplier Quality,2024-07-26,Closed,Monitoring
1512,3729,CAPA-001512,Corrective and Preventive,Manufacturing,2026-10-06,Monitoring,Not Assessed
1513,9596,CAPA-001513,Preventive,Quality,2024-11-20,Closed,Monitoring
1514,8361,CAPA-001514,Preventive,Quality,2025-08-29,Open,Effective
1515,5202,CAPA-001515,Corrective,Supplier Quality,2025-07-21,Closed,Monitoring
1516,4996,CAPA-001516,Corrective,MSAT,2025-05-01,Open,Effective
1517,10732,CAPA-001517,Corrective,Supplier Quality,2024-10-18,Closed,Effective
1518,5992,CAPA-001518,Preventive,MSAT,2026-04-04,Closed,Effective
1519,1119,CAPA-001519,Corrective and Preventive,Supplier Quality,2025-09-20,Closed,Monitoring
1520,357,CAPA-001520,Preventive,Manufacturing,2026-07-16,Closed,Ineffective
1521,3696,CAPA-001521,Preventive,Laboratory,2024-08-07,Closed,Effective
1522,1558,CAPA-001522,Corrective and Preventive,Supplier Quality,2024-08-21,Closed,Effective
1523,7592,CAPA-001523,Corrective,Laboratory,2024-09-22,Closed,Not Assessed
1524,3710,CAPA-001524,Preventive,Supplier Quality,2024-07-06,Monitoring,Effective
1525,3372,CAPA-001525,Preventive,MSAT,2026-03-07,Closed,Effective
1526,10290,CAPA-001526,Corrective and Preventive,Manufacturing,2024-12-12,Monitoring,Effective
1527,6994,CAPA-001527,Corrective,Quality,2026-02-15,Open,Not Assessed
1528,6984,CAPA-001528,Corrective,Manufacturing,2025-12-05,Closed,Effective
1529,652,CAPA-001529,Preventive,Manufacturing,2025-10-01,Closed,Effective
1530,9560,CAPA-001530,Corrective and Preventive,Supplier Quality,2025-05-12,Closed,Monitoring
1531,7337,CAPA-001531,Preventive,Quality,2026-09-20,Closed,Effective
1532,4365,CAPA-001532,Corrective and Preventive,MSAT,2025-08-24,Monitoring,Effective
1533,10006,CAPA-001533,Preventive,MSAT,2025-02-11,Closed,Effective
1534,8128,CAPA-001534,Preventive,MSAT,2025-12-09,Monitoring,Ineffective
1535,8219,CAPA-001535,Corrective,Supplier Quality,2025-06-29,Closed,Monitoring
1536,9773,CAPA-001536,Corrective and Preventive,Supplier Quality,2026-08-11,Monitoring,Effective
1537,11452,CAPA-001537,Preventive,Supplier Quality,2026-02-16,Closed,Effective
1538,4473,CAPA-001538,Preventive,Manufacturing,2025-12-15,Closed,Effective
1539,993,CAPA-001539,Corrective,MSAT,2025-06-24,Closed,Monitoring
1540,8570,CAPA-001540,Corrective,Laboratory,2024-10-27,Closed,Effective
1541,3089,CAPA-001541,Preventive,Manufacturing,2024-12-18,Open,Monitoring
1542,11088,CAPA-001542,Corrective and Preventive,MSAT,2025-03-06,Open,Effective
1543,11624,CAPA-001543,Preventive,Supplier Quality,2026-02-17,Closed,Ineffective
1544,4762,CAPA-001544,Preventive,Manufacturing,2026-04-05,Closed,Monitoring
1545,7658,CAPA-001545,Corrective,Quality,2025-06-27,Open,Effective
1546,1044,CAPA-001546,Corrective and Preventive,Supplier Quality,2026-10-15,Closed,Effective
1547,2113,CAPA-001547,Preventive,Laboratory,2026-06-26,Closed,Effective
1548,10004,CAPA-001548,Corrective and Preventive,Quality,2026-08-14,Closed,Effective
1549,11084,CAPA-001549,Corrective and Preventive,Supplier Quality,2025-08-30,Closed,Not Assessed
1550,6509,CAPA-001550,Preventive,Quality,2024-10-12,Closed,Effective
1551,3467,CAPA-001551,Corrective,Laboratory,2025-08-26,Closed,Effective
1552,2346,CAPA-001552,Corrective and Preventive,MSAT,2026-06-06,Closed,Effective
1553,4384,CAPA-001553,Corrective,Manufacturing,2026-10-23,Closed,Not Assessed
1554,341,CAPA-001554,Corrective,Quality,2026-02-10,Open,Not Assessed
1555,3487,CAPA-001555,Preventive,Laboratory,2026-09-08,Closed,Not Assessed
1556,9924,CAPA-001556,Corrective and Preventive,Supplier Quality,2026-01-15,Open,Effective
1557,2978,CAPA-001557,Preventive,Quality,2024-11-30,Closed,Effective
1558,4630,CAPA-001558,Corrective,Quality,2024-10-20,Closed,Effective
1559,9151,CAPA-001559,Corrective and Preventive,Laboratory,2024-07-12,Closed,Effective
1560,8928,CAPA-001560,Corrective,Supplier Quality,2025-09-08,Closed,Ineffective
1561,2057,CAPA-001561,Corrective and Preventive,Quality,2026-07-09,Monitoring,Effective
1562,4023,CAPA-001562,Corrective,Supplier Quality,2026-08-15,Closed,Monitoring
1563,1172,CAPA-001563,Preventive,MSAT,2026-08-03,Closed,Effective
1564,10461,CAPA-001564,Corrective,Supplier Quality,2025-12-19,Monitoring,Not Assessed
1565,11998,CAPA-001565,Preventive,MSAT,2026-08-28,Closed,Not Assessed
1566,8626,CAPA-001566,Corrective,Supplier Quality,2025-07-15,Closed,Monitoring
1567,2038,CAPA-001567,Preventive,Supplier Quality,2025-04-23,Closed,Effective
1568,4368,CAPA-001568,Corrective and Preventive,Laboratory,2026-11-02,Closed,Effective
1569,317,CAPA-001569,Corrective,MSAT,2025-06-22,Closed,Effective
1570,10051,CAPA-001570,Corrective and Preventive,Quality,2025-02-23,Closed,Effective
1571,8487,CAPA-001571,Corrective and Preventive,Supplier Quality,2025-10-18,Open,Not Assessed
1572,3567,CAPA-001572,Preventive,Manufacturing,2025-05-15,Closed,Effective
1573,9062,CAPA-001573,Preventive,Laboratory,2024-11-07,Closed,Effective
1574,9525,CAPA-001574,Preventive,Manufacturing,2025-01-25,Monitoring,Monitoring
1575,10967,CAPA-001575,Corrective and Preventive,MSAT,2026-02-28,Closed,Effective
1576,9657,CAPA-001576,Preventive,Laboratory,2025-01-25,Closed,Effective
1577,11342,CAPA-001577,Preventive,Laboratory,2025-11-13,Closed,Effective
1578,4772,CAPA-001578,Corrective,MSAT,2026-10-16,Closed,Effective
1579,3038,CAPA-001579,Corrective,Laboratory,2024-08-19,Closed,Monitoring
1580,8546,CAPA-001580,Corrective,Supplier Quality,2026-05-14,Closed,Effective
1581,7450,CAPA-001581,Preventive,Manufacturing,2025-01-08,Closed,Monitoring
1582,6592,CAPA-001582,Corrective and Preventive,MSAT,2024-07-01,Closed,Monitoring
1583,7800,CAPA-001583,Corrective and Preventive,MSAT,2024-06-03,Monitoring,Effective
1584,5189,CAPA-001584,Corrective,Quality,2026-01-05,Closed,Effective
1585,8503,CAPA-001585,Corrective,MSAT,2024-11-19,Closed,Effective
1586,6833,CAPA-001586,Corrective,Manufacturing,2026-04-17,Open,Effective
1587,4888,CAPA-001587,Preventive,Quality,2026-01-14,Open,Effective
1588,36,CAPA-001588,Preventive,Supplier Quality,2024-12-27,Closed,Effective
1589,5523,CAPA-001589,Corrective,MSAT,2025-03-12,Closed,Effective
1590,2934,CAPA-001590,Corrective and Preventive,Quality,2024-08-08,Open,Effective
1591,11585,CAPA-001591,Corrective,Manufacturing,2026-07-23,Monitoring,Effective
1592,4433,CAPA-001592,Corrective and Preventive,Supplier Quality,2026-09-19,Monitoring,Not Assessed
1593,3746,CAPA-001593,Preventive,Manufacturing,2025-02-14,Monitoring,Effective
1594,5532,CAPA-001594,Corrective and Preventive,Quality,2025-11-28,Closed,Effective
1595,10391,CAPA-001595,Preventive,Supplier Quality,2026-02-27,Closed,Effective
1596,7225,CAPA-001596,Preventive,Supplier Quality,2024-07-04,Closed,Effective
1597,5038,CAPA-001597,Preventive,Supplier Quality,2025-10-08,Closed,Monitoring
1598,8268,CAPA-001598,Corrective,Supplier Quality,2025-10-02,Closed,Effective
1599,10520,CAPA-001599,Corrective,Manufacturing,2025-04-15,Closed,Effective
1600,8784,CAPA-001600,Corrective,Supplier Quality,2026-06-27,Closed,Effective
1601,5985,CAPA-001601,Preventive,Laboratory,2024-12-17,Closed,Monitoring
1602,2525,CAPA-001602,Corrective and Preventive,Supplier Quality,2026-10-19,Closed,Effective
1603,1401,CAPA-001603,Corrective and Preventive,Laboratory,2025-11-04,Monitoring,Not Assessed
1604,7879,CAPA-001604,Preventive,MSAT,2026-05-14,Monitoring,Effective
1605,6440,CAPA-001605,Corrective,Supplier Quality,2024-09-07,Monitoring,Effective
1606,4716,CAPA-001606,Preventive,Manufacturing,2025-12-21,Closed,Effective
1607,4305,CAPA-001607,Corrective and Preventive,Laboratory,2024-08-02,Closed,Effective
1608,9841,CAPA-001608,Corrective,Quality,2026-05-15,Open,Monitoring
1609,3499,CAPA-001609,Preventive,Laboratory,2025-02-15,Closed,Not Assessed
1610,7485,CAPA-001610,Preventive,Manufacturing,2026-06-23,Closed,Not Assessed
1611,2781,CAPA-001611,Corrective and Preventive,MSAT,2026-07-29,Monitoring,Monitoring
1612,3861,CAPA-001612,Corrective and Preventive,Supplier Quality,2025-11-02,Open,Effective
1613,9304,CAPA-001613,Corrective,Quality,2026-05-02,Monitoring,Effective
1614,3623,CAPA-001614,Corrective,Supplier Quality,2025-11-24,Closed,Effective
1615,5104,CAPA-001615,Preventive,Manufacturing,2026-05-31,Closed,Effective
1616,5092,CAPA-001616,Corrective,MSAT,2025-04-30,Closed,Not Assessed
1617,1862,CAPA-001617,Corrective and Preventive,Laboratory,2026-02-07,Closed,Not Assessed
1618,5103,CAPA-001618,Preventive,Supplier Quality,2026-01-12,Open,Effective
1619,5933,CAPA-001619,Corrective,MSAT,2024-10-11,Closed,Not Assessed
1620,3902,CAPA-001620,Corrective,Quality,2026-10-01,Monitoring,Monitoring
1621,6583,CAPA-001621,Corrective and Preventive,MSAT,2026-02-19,Closed,Effective
1622,11879,CAPA-001622,Preventive,Quality,2026-10-17,Monitoring,Monitoring
1623,11756,CAPA-001623,Preventive,MSAT,2026-11-03,Closed,Monitoring
1624,11,CAPA-001624,Corrective and Preventive,Manufacturing,2026-08-28,Open,Effective
1625,3364,CAPA-001625,Corrective and Preventive,Supplier Quality,2025-01-30,Closed,Not Assessed
1626,11173,CAPA-001626,Corrective,MSAT,2024-11-26,Closed,Effective
1627,7238,CAPA-001627,Corrective and Preventive,Laboratory,2024-08-21,Closed,Effective
1628,5428,CAPA-001628,Corrective,Supplier Quality,2025-06-16,Closed,Not Assessed
1629,3988,CAPA-001629,Corrective and Preventive,MSAT,2026-05-09,Closed,Ineffective
1630,3862,CAPA-001630,Preventive,Supplier Quality,2025-01-13,Open,Effective
1631,625,CAPA-001631,Corrective and Preventive,MSAT,2024-06-22,Closed,Monitoring
1632,10187,CAPA-001632,Corrective and Preventive,Quality,2024-11-16,Closed,Effective
1633,2153,CAPA-001633,Corrective,Supplier Quality,2026-04-24,Monitoring,Effective
1634,7129,CAPA-001634,Corrective,Quality,2026-10-15,Closed,Ineffective
1635,5893,CAPA-001635,Preventive,Laboratory,2026-02-13,Monitoring,Monitoring
1636,1763,CAPA-001636,Corrective,Manufacturing,2026-01-26,Closed,Effective
1637,2454,CAPA-001637,Corrective and Preventive,MSAT,2026-05-17,Closed,Effective
1638,8933,CAPA-001638,Corrective and Preventive,Laboratory,2026-04-22,Closed,Ineffective
1639,8771,CAPA-001639,Preventive,MSAT,2026-05-25,Closed,Effective
1640,4517,CAPA-001640,Corrective and Preventive,Laboratory,2024-07-30,Closed,Effective
1641,424,CAPA-001641,Corrective,Laboratory,2025-10-25,Closed,Effective
1642,5899,CAPA-001642,Corrective and Preventive,Supplier Quality,2026-02-18,Closed,Effective
